Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Predicted_Exam_Score,Predicted_Group
21,74,0,2,0,6,94,2,1,1,1,0,1,2,1,0,1,2,1,97,67.64372019029307,Pass
26,71,0,1,1,4,83,1,1,1,2,2,1,0,3,0,0,1,1,66,67.17780400562431,Pass
14,74,0,0,1,6,73,0,1,2,2,2,0,1,3,0,1,2,0,67,66.06532721797717,Pass
21,88,0,2,0,6,91,2,1,2,0,2,1,1,1,0,1,1,0,70,69.45090585214578,Pass
16,75,0,2,1,9,62,2,1,3,1,2,1,2,4,0,1,1,0,66,65.92847848142041,Pass
27,82,2,0,1,5,62,1,1,1,1,0,0,1,4,0,1,1,0,69,69.65558458614393,Pass
11,64,0,2,1,5,78,1,1,2,1,0,0,1,4,0,0,1,1,62,62.64902905082272,Pass
17,92,2,1,1,8,90,0,1,1,0,1,1,0,3,0,1,2,1,68,69.40265524896387,Pass
22,75,2,0,1,6,63,1,1,1,1,2,1,2,2,0,0,2,1,67,66.83736050414096,Pass
29,86,2,2,1,7,61,2,1,0,2,2,1,0,4,0,1,0,0,68,67.80483947093806,Pass
20,89,0,2,1,6,74,2,1,1,1,0,0,1,2,0,1,1,1,69,69.13496055184336,Pass
17,68,2,2,1,10,57,2,1,1,0,2,0,2,1,1,1,1,0,62,61.51499037820492,Pass
31,95,0,2,1,5,87,2,1,2,1,2,1,1,3,0,2,1,1,75,74.46167631429061,Pass
11,85,2,2,0,7,79,1,1,2,0,1,1,2,3,0,1,2,1,65,66.21808306310626,Pass
7,77,0,2,0,9,76,2,1,2,2,0,1,0,3,0,0,1,1,63,62.256361310793594,Pass
23,67,0,2,0,6,94,1,1,1,2,2,1,2,2,0,0,0,1,66,65.4285048205268,Pass
17,98,1,0,0,6,87,0,0,3,2,2,0,2,5,0,0,2,0,71,71.4525787997527,Pass
14,90,0,2,1,8,57,2,1,0,2,2,1,2,3,1,0,1,1,66,65.25919372676108,Pass
24,68,2,2,0,9,71,2,1,2,2,2,1,1,4,0,0,2,1,66,64.95536355768758,Pass
21,74,2,0,0,6,66,1,1,1,2,0,0,0,4,0,1,2,1,66,65.75365652158868,Pass
17,92,0,0,1,9,90,2,1,1,0,1,1,2,3,0,3,1,1,71,71.3008353426971,Pass
12,88,2,2,1,7,86,0,1,3,2,0,1,2,3,1,1,1,1,68,67.2041049328563,Pass
25,91,2,2,0,8,74,0,1,1,2,0,0,2,3,0,0,1,1,71,70.13280837437205,Pass
24,78,2,2,1,9,91,1,1,0,0,0,1,0,3,0,2,0,0,68,67.08285021454022,Pass
19,89,1,2,0,8,71,2,1,2,1,0,1,2,4,0,1,2,1,68,69.4374365768153,Pass
31,75,2,2,0,7,90,1,1,2,2,0,1,1,2,1,1,1,1,68,68.39633325897779,Pass
14,68,2,2,1,6,52,2,1,2,1,2,1,2,2,0,0,2,1,62,62.150251071633306,Pass
11,85,0,1,1,10,57,0,1,0,2,0,1,1,5,0,1,2,1,65,65.86889187295097,Pass
16,99,1,0,0,6,88,0,1,2,1,1,1,1,3,0,2,2,1,71,71.78578037058335,Pass
20,72,2,0,1,7,56,1,1,0,1,2,1,0,6,1,0,1,1,63,63.12189739790335,Pass
21,78,0,2,0,8,84,1,1,1,0,1,1,2,4,0,1,2,1,68,68.49793449477453,Pass
19,87,0,1,1,8,86,1,1,1,2,0,1,2,4,0,1,1,0,69,70.21143684764675,Pass
22,82,0,0,0,10,83,2,1,1,1,0,0,1,2,1,0,1,1,69,67.87073971909497,Pass
12,94,2,0,1,7,91,1,1,3,2,2,0,2,3,0,2,2,0,71,70.40730426564186,Pass
29,90,2,0,0,7,76,2,1,0,1,2,1,1,1,0,2,1,0,71,70.38199572155696,Pass
20,62,2,2,1,9,95,1,1,0,2,2,0,1,3,1,1,2,1,62,62.67724096716812,Pass
27,100,1,1,1,7,78,1,1,2,2,2,1,0,2,0,1,2,1,70,73.38230478319261,Pass
22,90,0,0,0,8,75,0,1,1,1,1,0,1,3,0,0,1,1,70,70.23676842194848,Pass
23,95,2,2,1,7,75,2,1,2,0,2,1,2,2,0,0,2,1,73,71.27651778252483,Pass
23,86,2,0,1,8,96,1,1,3,2,2,0,2,2,0,1,1,0,71,71.37850930028262,Pass
23,94,2,1,1,8,62,2,1,2,1,2,1,2,0,0,2,1,0,69,70.22861976125905,Pass
24,64,2,0,1,6,85,0,1,0,0,1,0,1,3,1,2,3,1,66,65.98485683209657,Pass
28,74,2,1,1,4,62,2,1,1,1,2,0,1,3,0,1,1,1,65,67.19887716064396,Pass
21,95,0,2,0,4,55,2,1,2,2,0,0,1,1,0,0,2,1,71,69.65606375774976,Pass
24,68,2,2,1,4,98,0,1,2,2,0,1,0,2,0,1,2,1,68,66.99662864011269,Pass
19,63,2,0,1,7,56,2,1,2,1,2,0,2,3,0,1,2,0,64,63.983244332471045,Pass
29,92,1,1,1,4,84,2,1,2,1,2,1,0,3,0,2,2,1,71,73.09694582279396,Pass
16,93,1,2,0,7,71,2,1,0,2,0,1,2,2,0,1,2,1,67,67.91590908299013,Pass
31,67,2,1,0,7,92,0,1,2,2,2,1,0,3,0,1,0,0,66,67.06951160245835,Pass
20,94,1,0,1,8,89,2,1,1,1,2,1,2,4,0,1,2,1,71,72.00488008783823,Pass
11,87,1,2,0,8,57,0,1,0,1,2,1,0,2,0,1,1,1,62,63.08269604285448,Pass
21,81,0,2,0,8,73,2,1,3,1,2,1,2,2,1,1,2,1,67,67.7952950200768,Pass
16,93,2,1,1,8,51,2,1,3,1,2,1,1,2,0,0,2,1,67,67.92472846452988,Pass
25,77,1,2,1,7,71,2,1,0,2,2,1,0,3,0,1,2,0,66,66.58089144891953,Pass
16,68,1,2,1,7,85,0,1,1,1,0,0,2,3,0,2,1,0,64,65.07950889620714,Pass
17,71,1,2,1,6,62,2,1,2,1,2,1,1,3,1,0,2,1,62,63.303611873132766,Pass
9,80,2,0,0,7,91,1,1,1,2,2,1,1,3,0,0,2,0,65,64.33335873239328,Pass
17,81,2,1,1,5,53,1,1,0,2,2,1,1,1,0,0,2,1,63,64.38445164052504,Pass
5,92,2,2,1,9,52,2,1,2,0,2,0,1,4,1,0,1,0,64,62.890464141306055,Pass
10,92,1,0,1,6,51,1,1,1,2,2,0,1,3,0,1,2,0,65,66.33153881715343,Pass
25,83,2,0,0,7,64,2,1,0,1,2,1,1,2,0,0,1,1,68,67.09891643349971,Pass
25,91,2,0,1,7,73,2,1,2,1,2,1,2,3,0,1,2,0,72,71.99001320449523,Pass
23,68,2,2,1,9,55,2,1,0,1,2,1,2,3,0,0,1,1,64,63.51995288657154,Pass
14,62,0,2,0,4,100,1,1,1,1,2,1,1,3,0,1,2,1,62,63.12470287183827,Pass
20,95,2,1,1,7,100,1,0,3,1,2,0,1,2,0,1,2,0,69,71.15328058419631,Pass
20,63,1,1,1,8,76,2,1,3,2,2,1,1,4,0,2,2,0,64,65.34547799699754,Pass
13,70,0,2,0,10,78,2,1,1,1,2,1,0,2,0,1,0,0,61,61.41265446862002,Pass
29,88,2,0,0,7,96,1,1,2,1,1,1,2,2,0,1,2,0,72,73.2898010797162,Pass
25,76,2,1,1,6,88,1,1,1,2,2,0,0,3,0,0,0,1,66,66.737009346973,Pass
19,95,0,1,0,10,58,1,1,2,0,2,1,2,3,0,1,2,1,69,70.48206691961339,Pass
20,72,2,2,0,8,90,0,0,2,1,1,0,1,2,0,0,2,0,65,64.86379117841653,Pass
21,60,0,2,1,9,62,2,1,2,1,2,1,2,3,0,1,2,1,64,64.21978013121196,Pass
8,72,1,2,1,5,72,2,1,3,0,1,0,2,4,0,1,2,0,62,64.07487802756327,Pass
19,83,2,2,0,8,77,0,1,1,1,2,1,2,4,0,1,0,1,66,66.50548729625113,Pass
16,75,1,1,1,5,86,2,1,0,1,2,1,2,1,0,0,1,0,62,64.98548470125175,Pass
14,81,2,2,1,5,58,0,1,3,1,0,1,0,4,0,2,1,1,66,65.44347672232013,Pass
18,95,2,0,0,8,54,2,1,2,0,2,1,1,3,0,0,1,0,70,68.2560312249243,Pass
31,96,2,2,1,8,93,1,1,3,1,2,1,2,3,0,1,2,1,75,75.43595374533163,Pass
24,71,1,0,1,6,91,2,1,3,0,2,1,1,2,0,1,0,0,67,68.08498934120293,Pass
17,78,1,2,1,9,76,1,1,4,2,2,1,2,2,0,0,2,1,66,67.46307577859335,Pass
23,82,2,0,0,6,83,2,1,2,2,2,0,2,3,0,2,1,1,71,69.17189369030316,Pass
28,98,0,2,1,7,86,2,1,2,2,0,0,1,2,0,1,2,0,75,74.56416588103387,Pass
26,100,0,0,0,7,74,1,1,1,2,2,1,1,2,0,1,0,0,72,72.29317126999366,Pass
20,69,0,2,0,7,63,1,1,2,1,2,0,0,2,0,3,1,0,64,64.10241659236354,Pass
16,89,2,2,1,9,74,2,0,1,1,2,1,1,3,0,1,0,1,65,65.1688453800962,Pass
24,75,1,2,0,5,98,0,1,1,1,2,1,2,3,0,1,2,1,67,68.66749093364814,Pass
22,60,2,2,0,6,92,1,1,2,1,0,1,0,2,0,1,2,1,63,63.950325328461275,Pass
25,60,2,1,1,5,73,1,1,1,2,2,1,0,2,0,1,2,1,62,63.80883676749163,Pass
24,78,1,0,1,10,61,0,1,2,2,2,1,2,4,0,0,1,0,69,68.60641310126957,Pass
26,80,2,2,1,7,94,2,1,1,1,2,0,2,2,0,2,1,1,70,69.3650408941516,Pass
17,61,1,2,1,6,82,0,1,0,2,0,1,1,4,0,2,2,1,63,63.306816726968215,Pass
28,87,2,2,1,7,70,2,1,2,1,2,1,1,2,0,2,2,1,71,70.57337160265018,Pass
21,72,2,1,1,8,56,2,1,0,1,2,1,1,4,0,1,2,1,63,64.51872538567567,Pass
32,82,1,2,1,8,88,1,1,0,0,2,1,2,2,0,0,1,1,71,71.0381338715882,Pass
16,72,2,2,1,6,66,1,1,0,1,2,0,2,4,0,0,2,1,63,63.742060120414756,Pass
30,67,2,0,1,6,80,0,1,0,1,2,1,1,4,0,3,1,1,68,67.90588983138913,Pass
21,76,2,1,1,5,78,0,0,0,1,0,1,1,3,0,1,2,1,65,65.9722837571309,Pass
16,69,0,0,1,7,85,2,1,0,0,0,0,0,3,0,1,2,0,66,65.1576406576724,Pass
17,81,1,2,1,9,77,2,1,3,1,2,1,1,4,0,0,0,1,66,66.48665771488294,Pass
18,68,0,0,0,6,82,1,1,0,2,0,1,2,3,0,1,2,1,66,65.7068423825499,Pass
23,80,1,1,1,8,54,2,1,0,2,0,0,2,2,0,3,2,0,65,67.89910198450119,Pass
23,66,2,0,0,6,83,2,1,0,0,2,1,2,2,0,1,2,0,66,65.43844831200653,Pass
17,87,2,2,1,5,60,2,1,4,2,2,0,2,3,1,1,2,0,67,67.51182841216718,Pass
20,90,0,2,0,8,70,2,1,0,2,2,0,1,3,0,1,1,0,68,67.60993183784693,Pass
33,64,2,1,1,10,76,1,1,2,0,0,0,1,3,0,1,2,1,68,68.89346026542282,Pass
30,79,1,2,0,8,84,2,1,3,1,2,0,0,3,0,0,1,0,69,69.45302048720477,Pass
23,63,2,1,1,6,87,1,1,1,2,2,1,1,2,0,2,2,1,64,65.16506878458397,Pass
20,84,2,2,0,6,85,2,1,0,2,2,0,2,3,0,1,1,1,67,66.82430784282174,Pass
21,71,2,2,1,10,55,1,1,1,2,2,1,0,4,0,1,1,0,63,63.30001251786731,Pass
24,81,1,0,1,7,69,2,1,3,1,2,1,0,3,0,0,3,1,67,69.72157654124979,Pass
14,81,2,0,1,6,64,1,0,2,0,0,1,1,2,0,1,0,0,64,64.5247296816758,Pass
18,97,1,2,0,7,70,1,1,0,0,2,1,1,2,1,1,2,0,66,67.84567916680524,Pass
10,82,0,2,0,7,82,1,1,2,1,0,0,1,4,0,1,2,1,65,66.13766108486135,Pass
22,83,2,2,1,8,60,1,0,4,2,2,1,1,2,0,2,1,0,68,67.01562480839345,Pass
24,76,1,0,0,9,75,1,1,0,1,2,0,2,5,0,1,2,1,66,68.23458507476121,Pass
17,98,0,0,0,9,94,1,1,0,0,1,1,0,3,0,0,2,1,71,70.67611756279422,Pass
29,91,2,0,1,7,87,2,0,2,2,0,0,0,4,0,0,2,0,74,72.05029090609966,Pass
13,71,2,0,0,7,86,1,1,2,1,2,1,2,3,0,2,2,1,65,64.98528610973048,Pass
11,94,1,0,1,8,92,0,1,0,2,2,1,1,4,0,1,2,0,68,68.7034193063667,Pass
21,77,2,0,1,6,70,1,0,2,0,2,0,2,2,0,0,2,1,68,66.91457378705192,Pass
26,93,2,2,0,8,88,2,1,1,2,0,1,1,4,1,0,2,1,72,70.38918224416699,Pass
30,93,0,0,1,7,53,2,1,3,1,2,0,0,2,0,2,1,0,74,72.77013359126002,Pass
17,68,1,0,0,8,53,2,1,0,1,2,1,1,2,0,0,2,1,61,62.21552236511647,Pass
26,88,1,1,0,10,67,1,1,0,1,1,0,2,3,0,1,0,1,65,69.2871027015012,Pass
20,72,0,1,0,8,60,1,1,0,1,2,1,1,5,0,1,2,1,63,65.07761790749424,Pass
19,72,0,2,1,7,76,2,1,1,2,0,1,2,2,0,1,1,0,66,65.89896024886747,Pass
25,72,1,0,1,6,59,2,1,2,1,2,1,0,3,0,1,2,1,66,66.99978899604969,Pass
24,89,0,2,1,7,99,2,1,2,1,0,0,1,4,0,1,2,0,73,72.75880625983092,Pass
11,69,2,2,0,5,93,2,1,0,2,0,1,0,4,0,0,2,1,63,61.52587915309894,Pass
29,60,0,0,1,8,99,2,1,0,2,2,1,2,4,1,1,3,0,68,67.78111008403089,Pass
28,89,0,1,1,4,90,0,1,3,1,0,1,2,2,1,2,1,0,73,73.73125769488571,Pass
16,67,1,0,1,8,98,2,1,0,0,1,0,0,3,0,1,1,1,63,64.20343022327374,Pass
22,64,2,0,1,8,68,2,1,2,2,2,1,0,4,0,1,2,1,65,64.51016357079655,Pass
23,70,1,0,1,7,75,0,1,0,1,2,1,2,4,0,3,2,0,66,67.67014031536712,Pass
22,75,1,1,1,6,62,2,1,0,0,0,1,0,3,0,2,2,0,65,66.27308418179307,Pass
17,79,1,0,1,7,82,2,1,0,2,0,1,0,2,0,0,2,1,66,66.12489534408004,Pass
16,62,0,2,0,4,89,0,1,3,1,2,1,1,3,0,0,2,0,65,64.13131779220754,Pass
20,99,2,2,0,8,75,2,1,2,1,0,0,0,2,0,2,0,0,70,69.31914431309049,Pass
27,89,2,2,0,7,65,2,1,1,2,2,1,1,3,0,1,2,0,70,69.24265159311054,Pass
23,73,0,2,1,9,75,2,1,0,0,0,0,2,3,0,1,1,0,68,67.17821077769914,Pass
18,73,2,0,0,8,53,2,0,1,1,0,1,1,3,0,2,1,1,64,62.98887612564258,Pass
25,78,2,2,0,7,86,2,1,1,2,2,1,0,3,0,2,1,0,68,66.67661825287261,Pass
3,85,1,0,0,8,73,1,1,2,1,2,0,1,3,0,1,2,1,62,64.01314189117697,Pass
27,66,2,2,1,6,95,2,1,1,2,3,1,2,3,0,0,1,1,68,66.36495589515107,Pass
10,68,1,2,0,6,96,1,1,1,0,2,1,1,3,0,0,1,1,61,61.97112463997698,Pass
18,94,0,2,1,7,56,1,0,1,1,2,1,2,3,0,2,2,1,69,68.61820827940888,Pass
13,70,2,2,1,7,100,2,1,3,1,2,1,1,3,0,1,2,1,65,64.82610349346592,Pass
12,75,2,0,1,6,98,2,1,2,1,2,1,1,2,0,0,0,1,65,64.49172969157712,Pass
27,95,2,0,0,7,81,1,1,3,1,2,1,1,2,0,1,1,1,72,72.63804474303865,Pass
17,87,2,2,1,7,91,0,1,3,1,0,1,2,3,1,0,2,0,70,69.13779392929086,Pass
22,74,2,0,1,10,51,2,0,1,2,2,0,0,4,0,1,2,1,65,64.12637096496907,Pass
20,87,2,2,0,7,99,2,1,3,1,2,1,0,3,0,1,2,1,69,69.05606858697381,Pass
23,61,0,1,1,6,73,2,1,1,2,2,1,2,3,0,0,2,1,65,65.1885822702934,Pass
20,89,1,2,1,7,95,1,1,3,1,2,0,1,2,0,1,2,1,69,70.80946586687558,Pass
12,79,1,2,1,9,69,2,1,2,1,0,1,1,3,0,2,2,1,65,65.3723647742293,Pass
26,93,2,0,1,9,89,2,1,0,1,2,1,1,3,0,0,1,1,72,71.2235748203197,Pass
17,98,0,1,1,10,71,2,1,0,1,0,0,2,3,0,2,1,0,70,70.59742599277395,Pass
11,97,2,2,1,7,68,1,1,0,1,2,0,0,2,0,1,1,0,64,65.61153257337276,Pass
17,96,2,1,0,8,97,1,1,0,2,2,1,0,3,0,1,2,0,67,68.79531280582208,Pass
29,80,2,1,0,5,85,0,1,0,0,0,1,1,2,0,1,1,1,69,69.38539046388655,Pass
25,74,1,2,1,6,92,1,1,4,2,2,0,2,3,0,2,2,1,70,70.3818104343188,Pass
18,79,2,2,1,5,77,1,1,1,1,0,1,1,3,0,1,2,1,65,66.62552486183634,Pass
18,88,0,0,1,8,96,1,1,1,1,2,1,2,3,0,1,0,0,69,70.0594124875018,Pass
18,95,0,2,1,7,87,0,1,5,2,2,1,1,2,0,0,2,1,74,72.23703440749424,Pass
32,68,1,2,1,7,54,2,1,1,1,2,0,1,1,0,2,2,1,66,67.04500646972683,Pass
22,97,2,2,1,6,88,0,1,1,1,1,0,2,4,0,0,2,1,72,72.30491536644604,Pass
23,93,2,1,1,8,51,0,0,0,1,0,0,2,1,0,1,3,1,67,69.22847364926331,Pass
26,99,1,0,1,4,91,0,1,2,0,1,1,1,4,0,2,1,0,75,75.26857116143754,Pass
21,95,2,1,1,7,67,2,1,3,2,2,1,2,2,0,0,0,0,70,69.96785536250411,Pass
18,71,1,1,0,7,80,2,1,1,2,1,1,1,4,0,2,1,0,63,64.78199119203686,Pass
19,64,2,2,0,4,87,0,1,2,2,2,0,2,4,0,1,1,1,65,64.19637440956691,Pass
20,64,2,0,0,8,82,2,1,3,2,1,1,0,3,0,1,1,0,64,64.11483737285994,Pass
20,72,2,0,0,7,84,1,1,2,2,0,1,0,2,0,1,1,0,65,65.53133892864565,Pass
24,85,2,2,1,8,95,2,1,2,2,2,1,0,4,0,1,2,0,70,69.68801715942556,Pass
20,92,2,1,0,10,69,2,1,0,1,2,1,2,2,0,2,0,1,67,67.5836610048976,Pass
24,96,2,2,1,7,77,1,0,0,1,2,1,0,2,1,1,2,0,67,68.09443882665379,Pass
20,85,2,0,0,8,59,2,1,1,2,2,1,2,3,0,2,0,0,68,66.70472170622666,Pass
20,60,2,2,0,9,73,0,1,4,2,2,1,0,4,0,0,2,1,65,63.07972974293118,Pass
8,67,0,2,1,8,58,1,1,2,2,2,1,2,1,0,2,1,0,61,61.05894142841138,Pass
25,64,2,1,1,6,82,1,1,2,1,2,1,0,3,0,1,1,0,63,65.34151071429898,Pass
22,75,2,1,1,5,66,1,1,2,1,2,1,2,2,0,1,0,1,80,66.30944629721448,Pass
26,80,2,2,1,8,93,2,1,2,1,1,1,1,1,0,2,1,1,69,69.26685502426014,Pass
3,62,2,1,0,6,67,2,1,1,1,2,1,0,3,0,1,2,1,55,57.18655521300136,Pass
33,74,2,2,0,9,64,2,1,2,2,2,0,1,4,0,2,2,0,70,68.78899985584361,Pass
19,67,2,2,1,6,75,0,1,1,1,2,1,1,3,0,0,2,0,65,63.951125528370085,Pass
27,86,1,2,1,7,59,1,1,1,2,2,1,1,3,0,1,2,1,68,69.51745381543806,Pass
14,79,2,1,1,5,60,2,1,3,1,2,1,0,5,0,1,2,1,64,65.26958360541795,Pass
24,80,2,2,0,6,89,2,1,1,1,0,1,1,3,0,0,2,1,69,68.20402061142835,Pass
14,77,1,0,0,6,75,2,1,1,2,0,1,1,4,1,1,2,0,89,64.67280348694909,Pass
16,98,2,1,1,6,60,2,1,1,2,2,0,2,3,0,1,0,1,67,68.22745404831348,Pass
31,69,2,2,0,7,52,2,0,2,0,1,1,1,5,0,0,0,1,92,65.02343049017979,Pass
19,81,0,0,0,6,73,1,0,1,1,0,0,2,3,0,1,2,0,67,67.7689582464892,Pass
21,89,1,2,1,10,87,1,1,3,2,2,1,2,3,0,0,2,1,70,70.96069129612547,Pass
25,82,0,1,0,8,68,2,1,1,1,0,1,1,3,0,0,2,1,68,69.1349527401623,Pass
23,97,2,1,1,9,62,2,1,0,1,2,0,2,2,0,2,2,1,70,70.67556683562904,Pass
21,75,2,2,1,7,70,1,1,3,2,2,1,2,4,1,2,2,1,67,66.68448043053897,Pass
22,79,2,2,1,7,98,0,1,0,0,2,1,1,3,0,1,2,1,69,68.08234599481598,Pass
34,64,2,2,0,6,71,0,1,0,1,0,0,0,4,0,1,2,0,67,66.75408481727592,Pass
20,84,0,0,1,10,63,2,1,0,1,2,0,2,4,0,1,2,0,69,68.74822999620561,Pass
21,72,2,0,0,7,78,1,0,0,0,2,1,1,1,1,1,2,0,63,63.3208244060336,Pass
26,66,2,2,0,6,91,2,1,3,2,3,1,2,3,0,0,2,0,69,66.7837492906471,Pass
27,82,2,0,0,6,51,1,1,1,1,2,1,0,3,0,1,1,1,66,67.34863718363988,Pass
27,81,2,2,0,8,78,2,1,0,2,2,1,2,3,0,1,1,1,68,67.81526603843747,Pass
24,63,2,2,1,9,92,2,1,4,2,2,0,2,4,0,2,2,1,69,67.42284669770554,Pass
13,88,0,1,1,9,61,1,1,4,2,2,0,0,3,0,1,2,0,66,67.77424471128863,Pass
30,85,2,2,1,6,96,1,1,1,2,2,0,1,4,0,1,2,0,72,71.74293553536825,Pass
13,68,1,2,1,6,79,2,1,1,0,2,0,0,3,0,0,2,1,62,62.42471516023559,Pass
22,79,2,2,0,9,76,2,1,1,1,2,0,2,2,0,1,2,1,67,66.84935845195896,Pass
15,89,0,1,0,10,98,1,1,0,1,2,0,2,2,0,0,2,1,67,68.61789118104491,Pass
20,81,0,0,1,7,56,1,0,1,2,2,0,2,3,0,1,2,1,67,67.1670184627506,Pass
22,76,2,1,0,9,87,1,1,2,1,0,1,1,3,1,0,2,0,65,66.85219276207921,Pass
22,73,0,1,0,5,91,2,1,1,2,2,1,2,3,0,2,1,1,67,67.46729618695238,Pass
23,84,1,1,0,6,74,2,0,3,1,2,1,2,1,0,1,2,0,66,68.68200952758409,Pass
30,98,1,1,1,5,50,0,1,0,1,0,1,0,2,0,0,2,1,70,72.17931909183775,Pass
23,87,1,0,0,8,76,2,1,2,0,2,1,2,5,1,2,2,0,71,70.43586698409892,Pass
19,63,1,0,1,7,58,2,1,2,1,0,0,1,3,0,2,2,0,64,64.63043797325845,Pass
26,78,1,0,1,7,78,1,1,4,2,2,0,1,4,0,1,1,0,69,70.58862888700747,Pass
27,96,2,0,1,9,87,1,0,0,2,0,1,2,2,0,0,1,1,72,71.76482432566459,Pass
13,64,2,1,1,6,77,2,1,0,1,0,1,1,4,0,1,2,1,60,62.151514197080246,Pass
24,100,2,1,1,7,82,1,1,1,2,0,0,2,3,0,1,1,1,71,73.02091655029847,Pass
24,98,2,2,1,5,55,0,1,0,2,2,1,2,3,0,1,1,1,71,70.1506329069323,Pass
18,63,0,0,0,9,55,2,1,2,0,0,0,2,2,0,2,2,0,66,64.5388265051381,Pass
28,97,2,2,0,9,93,1,1,3,2,0,1,1,3,0,1,2,0,74,73.96695624052904,Pass
19,75,2,2,0,8,52,0,1,0,1,2,1,0,4,0,2,1,1,64,62.854695747883326,Pass
21,94,2,1,1,7,64,1,1,2,2,2,0,1,2,0,1,2,1,68,69.93192071517818,Pass
19,77,0,1,0,6,97,1,1,4,1,2,1,0,2,0,1,2,1,66,68.49891276157463,Pass
20,78,2,2,0,5,73,1,1,1,1,2,1,0,3,0,0,2,0,65,65.10290703679021,Pass
13,85,1,0,1,7,84,2,0,0,1,2,1,1,5,0,1,1,0,64,65.65245823761947,Pass
11,91,2,1,0,8,61,2,1,1,0,2,0,2,3,0,2,0,1,65,65.33049493852347,Pass
30,61,0,0,0,10,64,1,1,4,2,2,1,2,2,0,2,1,1,69,67.83739162889546,Pass
15,84,2,0,1,6,75,2,1,2,2,2,0,2,4,1,2,3,0,68,67.70371874179281,Pass
14,67,2,0,0,7,82,1,1,1,2,2,1,1,3,0,1,0,0,62,62.0063538518975,Pass
7,74,1,0,0,9,98,0,1,3,0,1,1,1,2,0,1,1,1,63,64.48777585227838,Pass
16,74,0,1,0,9,79,0,1,0,0,2,1,1,4,0,2,1,0,65,65.03739321684452,Pass
12,79,1,0,0,6,55,2,1,1,1,0,0,1,4,0,0,0,0,62,63.479545864912794,Pass
30,73,1,2,0,7,68,2,1,0,1,0,1,2,2,0,2,2,1,67,68.18414941975293,Pass
26,64,1,0,0,6,62,1,1,1,1,2,0,2,5,0,1,1,1,64,65.9194398140616,Pass
16,66,2,1,0,6,63,1,1,2,2,0,1,1,3,0,0,1,1,61,62.33286639122646,Pass
34,61,1,2,0,9,75,2,1,1,1,2,1,1,2,0,0,0,1,65,65.45490882009645,Pass
26,79,0,1,0,7,66,2,1,1,0,2,1,2,5,1,1,1,1,67,68.16304612510861,Pass
18,98,0,1,0,7,64,2,1,0,2,2,1,2,4,0,2,1,1,70,69.59075033911711,Pass
5,65,2,0,1,7,98,1,1,1,1,1,0,2,3,0,1,0,1,59,61.29015783595198,Pass
34,98,2,0,0,7,79,2,1,1,1,2,0,1,4,0,0,2,1,75,74.70399396857411,Pass
12,89,1,2,1,7,63,2,1,4,1,0,1,1,2,0,0,2,1,67,67.5617035145842,Pass
10,85,2,2,1,6,64,1,1,1,2,2,1,0,3,0,0,2,1,64,63.55555302837662,Pass
26,86,2,0,1,9,91,2,1,3,0,2,1,1,3,1,1,2,0,72,71.34333342451092,Pass
35,93,2,2,1,6,94,2,1,5,2,2,1,1,2,1,0,2,0,76,75.02818826036551,Pass
28,64,2,0,1,6,84,1,1,2,2,2,0,2,2,0,2,2,1,69,68.1219053308046,Pass
23,80,1,2,0,7,72,1,1,0,1,0,1,0,5,0,1,2,1,65,67.18715149046136,Pass
24,88,0,2,0,10,88,1,1,2,0,0,1,2,1,0,2,0,0,72,70.89492007745079,Pass
25,83,2,0,1,6,97,1,1,0,1,1,1,1,4,0,1,2,1,69,70.62932858959815,Pass
25,93,0,2,0,8,58,2,1,0,0,2,0,2,4,0,1,1,0,71,70.07042267349551,Pass
22,63,0,2,0,7,93,0,1,0,2,2,0,1,2,0,1,0,1,64,63.63671685606583,Pass
21,88,0,0,1,7,92,0,1,2,2,2,1,2,3,0,2,2,0,74,72.36978626926789,Pass
20,81,2,0,1,8,68,2,1,0,2,2,1,1,3,0,0,2,1,68,66.48476835470822,Pass
15,75,2,0,1,4,65,0,1,1,1,1,0,2,4,0,2,1,0,66,65.62291791416547,Pass
18,74,2,2,0,6,78,0,1,0,0,2,1,2,2,0,1,1,0,65,64.34551149905604,Pass
10,85,0,2,1,8,64,1,1,2,0,2,1,1,3,0,2,2,0,67,66.0683821867024,Pass
19,96,2,2,0,7,57,0,1,0,1,2,1,2,3,0,1,2,0,69,68.43584826961543,Pass
14,80,0,1,1,7,98,0,1,2,1,0,0,0,2,0,1,2,1,66,67.90606144819773,Pass
13,93,2,0,1,8,75,2,1,1,2,2,0,2,2,0,1,2,1,69,68.22949080290941,Pass
21,76,2,2,1,6,74,2,1,2,2,2,0,1,3,0,1,2,1,67,66.4974153712196,Pass
28,64,2,2,1,9,56,2,1,1,1,1,1,0,2,0,0,2,1,64,64.18511520125816,Pass
26,62,0,0,0,8,75,2,1,2,2,2,1,1,2,0,0,1,1,67,65.4580342847334,Pass
11,62,1,0,1,7,87,0,0,3,1,0,1,2,3,0,1,0,0,61,62.61469115997987,Pass
